2.2592,2.3311,15.738
2.2848,2.9479,15.643
2.3054,3.5005,15.562
2.3229,4.228,15.46
2.3373,4.7583,15.39
2.3501,5.1662,15.338
2.3618,5.1627,15.338
2.3736,5.1154,15.344
2.3858,5.0228,15.356
2.3983,4.8819,15.374
2.4115,4.6386,15.406
2.4257,4.3211,15.448
2.4413,3.9202,15.502
2.459,3.5739,15.551
2.4791,3.2976,15.591
2.5014,2.8689,15.654
2.528,1.4525,15.882
2.568,0.55242,16.042
2.6162,2.3794,15.729
2.6475,3.1036,15.619
2.6729,3.8172,15.516
2.6948,4.3385,15.444
2.7148,4.2247,15.46
2.7357,3.8472,15.512
2.7587,3.6317,15.542
2.7835,3.7841,15.52
2.8084,3.5626,15.552
2.8357,2.677,15.683
2.8722,2.0671,15.779
2.9215,0.7993,15.996
2.9715,1.4252,15.886
3.0215,3.0259,15.63
3.0556,3.6616,15.537
3.0843,3.8429,15.512
3.113,3.9623,15.495
3.1423,4.0257,15.486
3.1726,3.9655,15.495
3.2055,3.8384,15.512
3.2422,3.7211,15.529
3.283,3.708,15.53
3.3259,3.6307,15.541
3.3709,3.4242,15.571
3.4197,2.9704,15.638
3.4669,2.3519,15.733
3.5122,1.7424,15.832
3.5565,1.0829,15.945
3.6002,0.49905,16.05
3.6439,0.259,16.095
3.6878,0.92834,15.972
3.7306,1.8843,15.808
3.7405,NaN,NaN
3.7486,NaN,NaN
3.7574,NaN,NaN
3.7674,NaN,NaN
3.7789,NaN,NaN
3.7922,NaN,NaN
3.808,NaN,NaN
3.827,NaN,NaN
3.8503,NaN,NaN
3.88,NaN,NaN
3.9179,NaN,NaN
3.9624,NaN,NaN
4.0109,NaN,NaN
4.0769,NaN,NaN
4.1567,NaN,NaN
4.234,NaN,NaN
4.3424,NaN,NaN
4.4612,NaN,NaN
4.5741,NaN,NaN
4.6957,NaN,NaN
4.8507,NaN,NaN
5.0329,NaN,NaN
5.4018,NaN,NaN
5.9018,NaN,NaN
6.4018,NaN,NaN
6.5648,NaN,NaN
6.7834,NaN,NaN
7.157,NaN,NaN
7.657,NaN,NaN
7.7625,NaN,NaN
8.054,NaN,NaN
8.3074,NaN,NaN
8.8074,NaN,NaN
9.3074,NaN,NaN
9.692,NaN,NaN
10.055,NaN,NaN
10.409,NaN,NaN
10.521,NaN,NaN
10.721,NaN,NaN
11.221,NaN,NaN
11.512,NaN,NaN
12.012,NaN,NaN
12.512,NaN,NaN
12.825,NaN,NaN
13.325,NaN,NaN
13.825,NaN,NaN
14.036,NaN,NaN
14.536,NaN,NaN
14.741,NaN,NaN
14.908,NaN,NaN
15.36,NaN,NaN
15.86,NaN,NaN
16.055,NaN,NaN
16.555,NaN,NaN
